1968,DAILY,SILVER
 ,US¢,GBP

02-Jan-68,217.3,90.417
03-Jan-68,222.5,92.5
04-Jan-68,217.1,90.208
05-Jan-68,215.7,89.583
08-Jan-68,216.3,89.792
09-Jan-68,210.9,87.5
10-Jan-68,208.5,86.458
11-Jan-68,209.4,86.875
12-Jan-68,212.7,88.333
15-Jan-68,211.4,87.708
16-Jan-68,206.9,85.833
17-Jan-68,206.7,85.833
18-Jan-68,205.8,85.417
19-Jan-68,207.8,86.25
22-Jan-68,208.8,86.667
23-Jan-68,208,86.354
24-Jan-68,206.4,85.625
25-Jan-68,201.8,83.75
26-Jan-68,206.9,85.833
29-Jan-68,203.9,84.583
30-Jan-68,201.9,83.75
31-Jan-68,196,81.25
01-Feb-68,199.5,82.708
02-Feb-68,202,83.75
05-Feb-68,200,82.917
06-Feb-68,194.8,80.833
07-Feb-68,196.5,81.458
08-Feb-68,197.9,82.083
09-Feb-68,193.8,80.417
12-Feb-68,192.9,80
13-Feb-68,192.3,79.792
14-Feb-68,191.9,79.583
15-Feb-68,193.9,80.417
16-Feb-68,199.9,82.917
19-Feb-68,196.9,81.667
20-Feb-68,198,82.083
21-Feb-68,203,84.167
22-Feb-68,202.9,84.167
23-Feb-68,201.7,83.75
26-Feb-68,206.5,85.833
27-Feb-68,210.5,87.5
28-Feb-68,210.5,87.5
29-Feb-68,208.4,86.667
01-Mar-68,220,91.667
04-Mar-68,219,91.25
05-Mar-68,218.8,91.25
06-Mar-68,213.4,88.75
07-Mar-68,218.9,91.25
08-Mar-68,222.8,93.125
11-Mar-68,219.7,91.667
12-Mar-68,222.2,92.708
13-Mar-68,237,98.958
14-Mar-68,249,104.167
15-Mar-68,***,***
18-Mar-68,211.9,88.333
19-Mar-68,240.4,100
20-Mar-68,223.7,92.917
21-Mar-68,230.3,95.833
22-Mar-68,221.8,92.292
25-Mar-68,224.1,93.333
26-Mar-68,224.3,93.333
27-Mar-68,230.2,95.833
28-Mar-68,224.9,93.75
29-Mar-68,227.8,95
 ,DAILY,SILVER
 ,US¢,GBP
01-Apr-68,225.9,93.958
02-Apr-68,220.2,91.563
03-Apr-68,219.5,91.25
04-Apr-68,212.5,88.333
05-Apr-68,210.4,87.5
08-Apr-68,213.4,88.75
09-Apr-68,220.5,91.667
10-Apr-68,220.3,91.667
11-Apr-68,216.1,90
12-Apr-68,***,***
15-Apr-68,***,***
16-Apr-68,225.3,93.75
17-Apr-68,230.3,95.833
18-Apr-68,223.2,92.917
19-Apr-68,228.1,95
22-Apr-68,236,98.333
23-Apr-68,236,98.333
24-Apr-68,229.9,95.833
25-Apr-68,230.8,96.25
26-Apr-68,232.7,97.083
29-Apr-68,239.6,100
30-Apr-68,239.7,100
01-May-68,235.7,98.333
02-May-68,229.7,95.833
03-May-68,231.5,96.667
06-May-68,233.5,97.5
07-May-68,224.5,93.75
08-May-68,232.1,96.875
09-May-68,231.9,96.875
10-May-68,236.1,98.75
13-May-68,235.9,98.75
14-May-68,237.9,99.583
15-May-68,240.1,100.417
16-May-68,245.9,102.917
17-May-68,250.5,105
20-May-68,250.6,105
21-May-68,255.4,107.083
22-May-68,246.7,103.333
23-May-68,248,103.958
24-May-68,250.3,105
27-May-68,251.5,105.417
28-May-68,249,104.375
29-May-68,241.6,101.25
30-May-68,247.7,103.958
31-May-68,248.3,104.167
03-Jun-68,***,***
04-Jun-68,242.6,101.667
05-Jun-68,242.1,101.458
06-Jun-68,245.4,102.917
07-Jun-68,247.8,103.958
10-Jun-68,244.6,102.5
11-Jun-68,250.6,105
12-Jun-68,257.6,107.917
13-Jun-68,252,105.625
14-Jun-68,246.5,103.333
17-Jun-68,243.2,101.875
18-Jun-68,243.1,101.875
19-Jun-68,253.4,106.25
20-Jun-68,246.8,103.542
21-Jun-68,244.9,102.708
24-Jun-68,248.3,104.167
25-Jun-68,251.2,105.417
26-Jun-68,249.3,104.583
27-Jun-68,249.2,104.583
28-Jun-68,250.2,105
01-Jul-68,251.2,105.417
02-Jul-68,246.3,103.333
03-Jul-68,248.9,104.375
04-Jul-68,248.7,104.375
05-Jul-68,247.2,103.75
08-Jul-68,243.6,102.083
09-Jul-68,231.9,97.083
10-Jul-68,241.8,101.25
11-Jul-68,236.9,99.167
12-Jul-68,235,98.333
15-Jul-68,239.2,100
16-Jul-68,235.1,98.333
17-Jul-68,230.3,96.25
18-Jul-68,224.2,93.75
19-Jul-68,233.1,97.5
22-Jul-68,229.2,95.833
23-Jul-68,229.2,95.833
24-Jul-68,232.8,97.292
25-Jul-68,228.3,95.417
26-Jul-68,228.4,95.417
29-Jul-68,227.6,95
30-Jul-68,223.5,93.333
31-Jul-68,228.5,95.417
01-Aug-68,222.5,92.917
02-Aug-68,224.5,93.75
05-Aug-68,219.5,91.667
06-Aug-68,218.5,91.25
07-Aug-68,220.5,92.083
08-Aug-68,216.5,90.417
09-Aug-68,215.4,90
12-Aug-68,212.5,88.75
13-Aug-68,206.4,86.25
14-Aug-68,219.3,91.667
15-Aug-68,220.8,92.292
16-Aug-68,220.3,92.083
19-Aug-68,217.8,91.042
20-Aug-68,224.3,93.75
21-Aug-68,233.2,97.5
22-Aug-68,224,93.75
23-Aug-68,227.4,95.208
26-Aug-68,223.9,93.75
27-Aug-68,223.9,93.75
28-Aug-68,221.8,92.917
29-Aug-68,224.2,93.958
30-Aug-68,223.9,93.958
03-Sep-68,224,93.958
04-Sep-68,225.5,94.583
05-Sep-68,227.4,95.417
06-Sep-68,226.4,95
09-Sep-68,224.3,93.958
10-Sep-68,216.8,90.833
11-Sep-68,224.8,94.167
12-Sep-68,219.8,92.083
13-Sep-68,222.7,93.333
16-Sep-68,220.7,92.5
17-Sep-68,222.8,93.333
18-Sep-68,224.5,93.958
19-Sep-68,223,93.333
20-Sep-68,224,93.75
23-Sep-68,223.1,93.333
24-Sep-68,222,92.917
25-Sep-68,222.1,92.917
26-Sep-68,219,91.667
27-Sep-68,220,92.083
30-Sep-68,217.1,90.833
01-Oct-68,214,89.583
02-Oct-68,209.1,87.5
03-Oct-68,210.1,87.917
04-Oct-68,208.5,87.292
07-Oct-68,210.1,87.917
08-Oct-68,208.6,87.292
09-Oct-68,205.1,85.833
10-Oct-68,201.1,84.167
11-Oct-68,205,85.833
14-Oct-68,203,85
15-Oct-68,199.1,83.333
16-Oct-68,192.1,80.417
17-Oct-68,184.2,77.083
18-Oct-68,187.2,78.333
21-Oct-68,197.2,82.5
22-Oct-68,187.7,78.542
23-Oct-68,192.3,80.417
24-Oct-68,189.8,79.375
25-Oct-68,191.3,80
28-Oct-68,191.3,80
29-Oct-68,197.2,82.5
30-Oct-68,195.8,81.875
31-Oct-68,193.3,80.833
01-Nov-68,190.3,79.583
04-Nov-68,196.3,82.083
05-Nov-68,198.1,82.917
06-Nov-68,199.2,83.333
07-Nov-68,195.7,81.875
08-Nov-68,196.7,82.292
11-Nov-68,200.2,83.75
12-Nov-68,201.1,84.167
13-Nov-68,206.1,86.25
14-Nov-68,206.9,86.667
15-Nov-68,208.6,87.5
18-Nov-68,210.3,88.229
19-Nov-68,208.5,87.5
20-Nov-68,***,88.542
21-Nov-68,***,89.583
22-Nov-68,***,89.583
25-Nov-68,210.5,88.333
26-Nov-68,198.8,83.333
27-Nov-68,192,80.417
28-Nov-68,197.8,82.917
29-Nov-68,196.8,82.5
02-Dec-68,194.3,81.458
03-Dec-68,194.7,81.667
04-Dec-68,198.7,83.333
05-Dec-68,200.1,83.958
06-Dec-68,203.5,85.417
09-Dec-68,203.6,85.417
10-Dec-68,197.6,82.917
11-Dec-68,201.9,84.583
12-Dec-68,198.4,83.125
13-Dec-68,198.7,83.333
16-Dec-68,195.8,82.083
17-Dec-68,196.2,82.292
18-Dec-68,200.4,84.063
19-Dec-68,200.4,84.063
20-Dec-68,197.1,82.708
23-Dec-68,196.6,82.5
24-Dec-68,195.7,82.083
25-Dec-68,***,***
26-Dec-68,***,***
27-Dec-68,193.7,81.25
30-Dec-68,196.7,82.5
31-Dec-68,194.7,81.667

1969,DAILY,SILVER
 ,US¢,GBP

02-Jan-69,195.8,82.083
03-Jan-69,196.7,82.5
06-Jan-69,197.2,82.708
07-Jan-69,197.7,82.917
08-Jan-69,201.7,84.583
09-Jan-69,200.7,84.167
10-Jan-69,204.2,85.625
13-Jan-69,201.6,84.479
14-Jan-69,202.7,85
15-Jan-69,203.8,85.417
16-Jan-69,201.7,84.583
17-Jan-69,199.4,83.542
20-Jan-69,199.4,83.542
21-Jan-69,201.5,84.375
22-Jan-69,200.2,83.75
23-Jan-69,198.2,82.917
24-Jan-69,198.8,83.229
27-Jan-69,199.9,83.646
28-Jan-69,198.7,83.125
29-Jan-69,198.1,82.917
30-Jan-69,200.1,83.75
31-Jan-69,200.1,83.75
03-Feb-69,198.7,83.125
04-Feb-69,199.1,83.229
05-Feb-69,198.3,82.917
06-Feb-69,192.2,80.417
07-Feb-69,188.5,78.854
10-Feb-69,188.3,78.75
11-Feb-69,188.3,78.75
12-Feb-69,187.3,78.333
13-Feb-69,183.3,76.667
14-Feb-69,177,73.958
17-Feb-69,185.5,77.5
18-Feb-69,180.4,75.417
19-Feb-69,182.9,76.458
20-Feb-69,184.3,77.083
21-Feb-69,182.9,76.458
24-Feb-69,183.3,76.667
25-Feb-69,180.3,75.417
26-Feb-69,179.9,75.208
27-Feb-69,183.4,76.667
28-Feb-69,182.5,76.25
03-Mar-69,181.5,75.833
04-Mar-69,179.7,75.104
05-Mar-69,186.2,77.708
06-Mar-69,188.6,78.75
07-Mar-69,192.5,80.625
10-Mar-69,190.1,79.583
11-Mar-69,187.9,78.646
12-Mar-69,183.3,76.667
13-Mar-69,187.1,78.333
14-Mar-69,183.6,76.875
17-Mar-69,183.1,76.667
18-Mar-69,181.3,75.833
19-Mar-69,182.4,76.25
20-Mar-69,181.3,75.833
21-Mar-69,183.3,76.667
24-Mar-69,184.6,77.188
25-Mar-69,183.2,76.563
26-Mar-69,182,76.042
27-Mar-69,181.4,75.833
28-Mar-69,183,76.458
31-Mar-69,182.5,76.25
01-Apr-69,181.4,75.729
02-Apr-69,179.9,75.104
03-Apr-69,183.5,76.667
04-Apr-69,***,***
07-Apr-69,***,***
08-Apr-69,182.6,76.25
09-Apr-69,180.2,75.208
10-Apr-69,181.4,75.729
11-Apr-69,180.1,75.208
14-Apr-69,180,75.104
15-Apr-69,179.7,75
16-Apr-69,179.7,75
17-Apr-69,180.7,75.417
18-Apr-69,180.2,75.208
21-Apr-69,180,75.104
22-Apr-69,177,73.958
23-Apr-69,178.5,74.688
24-Apr-69,179.2,75
25-Apr-69,178.2,74.583
28-Apr-69,181,75.833
29-Apr-69,179.4,75.104
30-Apr-69,177.6,74.375
01-May-69,177.8,74.583
02-May-69,177.7,74.583
05-May-69,176.9,74.167
06-May-69,175.8,73.75
07-May-69,180.7,75.833
08-May-69,184.6,77.5
09-May-69,181.7,76.25
12-May-69,179.5,75.208
13-May-69,174.9,73.333
14-May-69,177.6,74.375
15-May-69,176.1,73.75
16-May-69,178.1,74.583
19-May-69,176.1,73.75
20-May-69,174.9,73.229
21-May-69,175.9,73.646
22-May-69,175.1,73.333
23-May-69,175.8,73.646
26-May-69,***,***
27-May-69,178.3,74.583
28-May-69,176.7,73.958
29-May-69,177.1,74.167
30-May-69,177.2,74.167
02-Jun-69,177.3,74.167
03-Jun-69,177.3,74.167
04-Jun-69,175.8,73.542
05-Jun-69,176.6,73.958
06-Jun-69,174.9,73.229
09-Jun-69,172.2,72.083
10-Jun-69,168.7,70.625
11-Jun-69,168.4,70.521
12-Jun-69,168.5,70.521
13-Jun-69,168.6,70.521
16-Jun-69,167.9,70.208
17-Jun-69,159.3,66.667
18-Jun-69,157.8,66.042
19-Jun-69,160.3,67.083
20-Jun-69,162.8,68.125
23-Jun-69,156.6,65.521
24-Jun-69,158.4,66.25
25-Jun-69,158.7,66.354
26-Jun-69,157.9,66.042
27-Jun-69,155.9,65.208
30-Jun-69,156.4,65.417
01-Jul-69,159.5,66.667
02-Jul-69,157,65.625
03-Jul-69,157.3,65.833
04-Jul-69,158.8,66.458
07-Jul-69,159.4,66.667
08-Jul-69,161.3,67.5
09-Jul-69,161.8,67.708
10-Jul-69,166.3,69.583
11-Jul-69,163.1,68.229
14-Jul-69,165.2,69.063
15-Jul-69,168.3,70.417
16-Jul-69,166.9,69.792
17-Jul-69,163.6,68.438
18-Jul-69,165.3,69.167
21-Jul-69,166.8,69.792
22-Jul-69,167.5,70.104
23-Jul-69,166,69.479
24-Jul-69,164.3,68.75
25-Jul-69,164.5,68.854
28-Jul-69,165.3,69.167
29-Jul-69,162.1,67.813
30-Jul-69,162.2,67.813
31-Jul-69,162.9,68.125
01-Aug-69,161.4,67.5
04-Aug-69,161.7,67.604
05-Aug-69,159.9,66.875
06-Aug-69,161.4,67.5
07-Aug-69,161.4,67.5
08-Aug-69,162.4,67.917
11-Aug-69,169,70.833
12-Aug-69,165.4,69.375
13-Aug-69,167.5,70.313
14-Aug-69,170.7,71.667
15-Aug-69,169.6,71.25
18-Aug-69,168,70.417
19-Aug-69,165.9,69.583
20-Aug-69,168.6,70.625
21-Aug-69,167.4,70.208
22-Aug-69,168.3,70.625
25-Aug-69,167.4,70.208
26-Aug-69,166.3,69.792
27-Aug-69,167.3,70.208
28-Aug-69,166.4,69.896
29-Aug-69,167.4,70.313
02-Sep-69,168.8,70.833
03-Sep-69,170.5,71.563
04-Sep-69,170.5,71.563
05-Sep-69,170.2,71.458
08-Sep-69,172.8,72.5
09-Sep-69,175.8,73.75
10-Sep-69,175.4,73.542
11-Sep-69,176.9,74.167
12-Sep-69,180.4,75.625
15-Sep-69,178.1,74.583
16-Sep-69,176.8,74.375
17-Sep-69,181,75.833
18-Sep-69,179,75
19-Sep-69,179.9,75.417
22-Sep-69,181.8,76.25
23-Sep-69,186.8,78.438
24-Sep-69,189.1,79.375
25-Sep-69,184.5,77.5
26-Sep-69,183.1,76.875
29-Sep-69,183.9,77.188
30-Sep-69,187.6,78.75
01-Oct-69,186.3,78.125
02-Oct-69,189.4,79.375
03-Oct-69,187,78.333
06-Oct-69,182.5,76.458
07-Oct-69,186.4,78.125
08-Oct-69,182.3,76.354
09-Oct-69,184.4,77.292
10-Oct-69,184,77.083
13-Oct-69,182.6,76.458
14-Oct-69,182.5,76.354
15-Oct-69,180.8,75.625
16-Oct-69,184.3,77.083
17-Oct-69,181.3,75.833
20-Oct-69,185.4,77.5
21-Oct-69,187.4,78.333
22-Oct-69,184.6,77.188
23-Oct-69,186.3,77.917
24-Oct-69,185.3,77.5
27-Oct-69,190.6,79.583
28-Oct-69,188.5,78.75
29-Oct-69,189.6,79.167
30-Oct-69,192.7,80.521
31-Oct-69,194.7,81.25
03-Nov-69,199.6,83.333
04-Nov-69,196.8,82.083
05-Nov-69,199.3,83.125
06-Nov-69,198.9,82.917
07-Nov-69,196.4,81.875
10-Nov-69,194.3,81.042
11-Nov-69,195.7,81.667
12-Nov-69,196.1,81.771
13-Nov-69,193.2,80.625
14-Nov-69,192.2,80.208
17-Nov-69,192.1,80.208
18-Nov-69,189.7,79.271
19-Nov-69,187.7,78.333
20-Nov-69,190.2,79.375
21-Nov-69,189.6,79.167
24-Nov-69,189.7,79.167
25-Nov-69,186.8,77.917
26-Nov-69,186.8,77.917
27-Nov-69,188.2,78.542
28-Nov-69,188.7,78.75
01-Dec-69,190.7,79.583
02-Dec-69,192.2,80.208
03-Dec-69,190.8,79.583
04-Dec-69,187.7,78.333
05-Dec-69,185.2,77.292
08-Dec-69,186.2,77.708
09-Dec-69,181.2,75.625
10-Dec-69,175.8,73.333
11-Dec-69,176.7,73.75
12-Dec-69,174.8,72.917
15-Dec-69,175.8,73.333
16-Dec-69,175.8,73.333
17-Dec-69,173.3,72.292
18-Dec-69,172.2,71.875
19-Dec-69,173.8,72.5
22-Dec-69,175.6,73.229
23-Dec-69,177.4,73.958
24-Dec-69,179.9,75
29-Dec-69,182.4,76.042
30-Dec-69,180,75
31-Dec-69,179.1,74.583



1970,DAILY,SILVER
 ,US¢,GBP

02-Jan-70,180,75
05-Jan-70,183.1,76.25
06-Jan-70,185,77.083
07-Jan-70,182.5,76.042
08-Jan-70,183.8,76.563
09-Jan-70,183.7,76.563
12-Jan-70,181.4,75.625
13-Jan-70,182.9,76.25
14-Jan-70,184,76.667
15-Jan-70,187.5,78.125
16-Jan-70,185.6,77.292
19-Jan-70,187,77.917
20-Jan-70,188.7,78.646
21-Jan-70,186.6,77.708
22-Jan-70,186.9,77.813
23-Jan-70,187.8,78.229
26-Jan-70,189.6,78.958
27-Jan-70,188.1,78.333
28-Jan-70,186.9,77.813
29-Jan-70,192.1,80
30-Jan-70,191.2,79.583
02-Feb-70,189.4,78.854
03-Feb-70,190,79.063
04-Feb-70,192.3,80
05-Feb-70,190.2,79.167
06-Feb-70,189.8,78.958
09-Feb-70,190.7,79.375
10-Feb-70,190.8,79.375
11-Feb-70,189.3,78.75
12-Feb-70,189,78.646
13-Feb-70,189.7,78.958
16-Feb-70,190.1,79.063
17-Feb-70,188.5,78.333
18-Feb-70,186.6,77.5
19-Feb-70,188.5,78.333
20-Feb-70,187.7,78.021
23-Feb-70,188.2,78.229
24-Feb-70,188.2,78.229
25-Feb-70,187,77.708
26-Feb-70,187.5,77.917
27-Feb-70,189.9,78.854
02-Mar-70,189.1,78.542
03-Mar-70,190.1,78.958
04-Mar-70,189.7,78.75
05-Mar-70,192.8,80.104
06-Mar-70,190.2,79.063
09-Mar-70,188.8,78.542
10-Mar-70,188.5,78.333
11-Mar-70,189,78.542
12-Mar-70,188,78.125
13-Mar-70,187,77.708
16-Mar-70,187.4,77.917
17-Mar-70,186.4,77.5
18-Mar-70,185.7,77.188
19-Mar-70,188.1,78.229
20-Mar-70,186.9,77.708
23-Mar-70,186.4,77.5
24-Mar-70,185.6,77.188
25-Mar-70,185.9,77.292
26-Mar-70,187.5,77.917
31-Mar-70,187.8,78.021
01-Apr-70,187.6,77.917
02-Apr-70,189,78.542
03-Apr-70,187.8,78.021
06-Apr-70,187.2,77.813
07-Apr-70,185.9,77.292
08-Apr-70,185.8,77.188
09-Apr-70,185.7,77.188
10-Apr-70,184.4,76.667
13-Apr-70,185.5,77.083
14-Apr-70,186.5,77.5
15-Apr-70,185.5,77.083
16-Apr-70,185.5,77.083
17-Apr-70,186.5,77.5
20-Apr-70,186.5,77.5
21-Apr-70,186,77.292
22-Apr-70,186.3,77.396
23-Apr-70,185.5,77.083
24-Apr-70,185,76.875
27-Apr-70,183.7,76.354
28-Apr-70,180.4,75
29-Apr-70,174.9,72.708
30-Apr-70,172.4,71.667
01-May-70,173.4,72.083
04-May-70,173.4,72.083
05-May-70,165.3,68.75
06-May-70,172.9,71.875
07-May-70,169.9,70.625
08-May-70,172.9,71.875
11-May-70,174.9,72.708
12-May-70,175.4,72.917
13-May-70,171.9,71.458
14-May-70,167.9,69.792
15-May-70,168.4,70
18-May-70,170.3,70.833
19-May-70,169,70.313
20-May-70,167.8,69.792
21-May-70,164.1,68.333
22-May-70,162.3,67.604
25-May-70,***,***
26-May-70,156.8,65.313
27-May-70,159.6,66.458
28-May-70,162.7,67.708
29-May-70,163.1,67.917
01-Jun-70,165.2,68.854
02-Jun-70,160.9,67.083
03-Jun-70,162.2,67.604
04-Jun-70,164.4,68.542
05-Jun-70,164.4,68.542
08-Jun-70,164.5,68.542
09-Jun-70,167,69.583
10-Jun-70,168.5,70.208
11-Jun-70,164.6,68.646
12-Jun-70,162.9,67.917
15-Jun-70,163,68.021
16-Jun-70,163.9,68.438
17-Jun-70,165.8,69.167
18-Jun-70,163.3,68.125
19-Jun-70,165.3,68.854
22-Jun-70,164.1,68.438
23-Jun-70,165,68.854
24-Jun-70,163.6,68.229
25-Jun-70,162.9,68.021
26-Jun-70,162.7,67.917
29-Jun-70,162.5,67.813
30-Jun-70,160.7,67.083
01-Jul-70,162.4,67.813
02-Jul-70,163.9,68.438
03-Jul-70,162.3,67.813
06-Jul-70,162.4,67.865
07-Jul-70,159.6,66.771
08-Jul-70,162.2,67.813
09-Jul-70,162.2,67.813
10-Jul-70,162.4,67.917
13-Jul-70,161.9,67.708
14-Jul-70,163.8,68.542
15-Jul-70,165.6,69.271
16-Jul-70,168.5,70.521
17-Jul-70,165.8,69.375
20-Jul-70,169.2,70.833
21-Jul-70,172.4,72.188
22-Jul-70,173.9,72.813
23-Jul-70,172.9,72.396
24-Jul-70,172.2,72.083
27-Jul-70,173.4,72.604
28-Jul-70,177.7,74.375
29-Jul-70,178.3,74.583
30-Jul-70,176.8,73.958
31-Jul-70,176.8,73.958
03-Aug-70,178.3,74.583
04-Aug-70,176.1,73.646
05-Aug-70,177.6,74.271
06-Aug-70,174.8,73.125
07-Aug-70,173.6,72.604
10-Aug-70,175.8,73.542
11-Aug-70,172.7,72.292
12-Aug-70,174.3,72.917
13-Aug-70,176.5,73.854
14-Aug-70,175.7,73.542
17-Aug-70,178.6,74.792
18-Aug-70,181.4,75.938
19-Aug-70,183.9,76.979
20-Aug-70,181.8,76.146
21-Aug-70,181,75.833
24-Aug-70,184.1,77.188
25-Aug-70,185.5,77.813
26-Aug-70,186.5,78.229
27-Aug-70,184.3,77.292
28-Aug-70,183.7,77.083
31-Aug-70,***,***
01-Sep-70,184.7,77.5
02-Sep-70,183.9,77.188
03-Sep-70,184.2,76.042
04-Sep-70,184.9,77.604
07-Sep-70,184.6,77.5
08-Sep-70,184.6,77.5
09-Sep-70,186.8,78.333
10-Sep-70,185.2,77.604
11-Sep-70,184.3,77.292
14-Sep-70,184.3,77.292
15-Sep-70,181.3,76.042
16-Sep-70,179,75
17-Sep-70,180.7,75.729
18-Sep-70,177.9,74.583
21-Sep-70,177.2,74.271
22-Sep-70,178,74.583
23-Sep-70,178,74.583
24-Sep-70,176.9,74.167
25-Sep-70,173,72.5
28-Sep-70,175.8,73.646
29-Sep-70,174.5,73.125
30-Sep-70,170.1,71.25
01-Oct-70,172,72.083
02-Oct-70,173,72.5
05-Oct-70,173,72.5
06-Oct-70,170.6,71.51
07-Oct-70,174.8,73.229
08-Oct-70,176.5,73.958
09-Oct-70,174.5,73.125
12-Oct-70,174.5,73.125
13-Oct-70,174.5,73.125
14-Oct-70,171.8,71.979
15-Oct-70,174.4,73.021
16-Oct-70,174.7,73.229
19-Oct-70,173.8,72.813
20-Oct-70,171.7,71.927
21-Oct-70,173.2,72.5
22-Oct-70,172.8,72.396
23-Oct-70,173.1,72.5
26-Oct-70,179.1,75
27-Oct-70,179.9,75.313
28-Oct-70,179.2,75
29-Oct-70,176.7,73.958
30-Oct-70,178.3,74.583
02-Nov-70,179.5,75.104
03-Nov-70,178.1,74.479
04-Nov-70,179.2,74.896
05-Nov-70,181.4,75.833
06-Nov-70,178.9,74.792
09-Nov-70,178.6,74.688
10-Nov-70,182.4,76.354
11-Nov-70,179,74.896
12-Nov-70,180.7,75.625
13-Nov-70,177.9,74.479
16-Nov-70,177.7,74.375
17-Nov-70,179.1,74.896
18-Nov-70,177.1,74.063
19-Nov-70,176,73.646
20-Nov-70,174.4,72.969
23-Nov-70,175.5,73.438
24-Nov-70,172.3,72.083
25-Nov-70,166.3,69.583
26-Nov-70,168,70.313
27-Nov-70,166.1,69.479
30-Nov-70,165.3,69.167
01-Dec-70,160.7,67.292
02-Dec-70,165.1,69.115
03-Dec-70,164.1,68.698
04-Dec-70,165.1,69.115
07-Dec-70,164,68.646
08-Dec-70,162.8,68.125
09-Dec-70,159.6,66.771
10-Dec-70,157.9,66.094
11-Dec-70,160.4,67.135
14-Dec-70,162.8,68.125
15-Dec-70,163.8,68.542
16-Dec-70,161.3,67.5
17-Dec-70,159.3,66.667
18-Dec-70,164.8,68.958
21-Dec-70,165.1,69.063
22-Dec-70,166.7,69.688
23-Dec-70,163,68.125
24-Dec-70,164.1,68.542
28-Dec-70,164,68.542
29-Dec-70,165.1,68.958
30-Dec-70,163.6,68.333
31-Dec-70,163.3,68.229





1971,DAILY,SILVER
 ,US¢,GBP

04-Jan-71,165.3,69.063
05-Jan-71,165.2,69.01
06-Jan-71,164.7,68.75
07-Jan-71,169,70.521
08-Jan-71,169.1,70.521
11-Jan-71,170.9,71.25
12-Jan-71,169.7,70.729
13-Jan-71,170.1,70.833
14-Jan-71,168.4,70
15-Jan-71,168.1,69.792
18-Jan-71,162.9,67.708
19-Jan-71,159.1,66.146
20-Jan-71,158,65.625
21-Jan-71,157.6,65.417
22-Jan-71,156.2,64.792
25-Jan-71,158.6,65.729
26-Jan-71,161.4,66.771
27-Jan-71,156.3,64.688
28-Jan-71,158.6,65.625
29-Jan-71,159.3,65.938
01-Feb-71,159.4,65.938
02-Feb-71,160.9,66.563
03-Feb-71,162,66.979
04-Feb-71,161.7,66.875
05-Feb-71,160.5,66.458
08-Feb-71,161.3,66.771
09-Feb-71,158.1,65.417
10-Feb-71,157.8,65.313
11-Feb-71,159.4,66
12-Feb-71,159,65.8
15-Feb-71,158.4,65.5
16-Feb-71,158.4,65.5
17-Feb-71,159.2,65.8
18-Feb-71,159.6,66
19-Feb-71,160.1,66.2
22-Feb-71,160.4,66.3
23-Feb-71,159.7,66
24-Feb-71,158.8,65.5
25-Feb-71,157.5,65.1
